WORKER,2,15:21:28
JOB,63,15:21:28
WORKER,3,15:21:28
WORKER,3,15:21:28
WORKER,1,15:21:29
WORKER,1,15:21:29
WORKER,3,15:21:29
WORKER,1,15:21:30
WORKER,3,15:21:30
JOB,64,15:21:30
WORKER,1,15:21:31
WORKER,1,15:21:31
WORKER,2,15:21:31
JOB,65,15:21:31
WORKER,3,15:21:31
WORKER,1,15:21:32
JOB,66,15:21:32
WORKER,2,15:21:32
WORKER,2,15:21:32
WORKER,2,15:21:32
WORKER,3,15:21:32
WORKER,1,15:21:33
WORKER,1,15:21:33
WORKER,3,15:21:33
JOB,67,15:21:34
JOB,68,15:21:34
WORKER,2,15:21:34
WORKER,2,15:21:34
WORKER,2,15:21:34
WORKER,1,15:21:35
WORKER,2,15:21:35
JOB,69,15:21:35
JOB,70,15:21:35
WORKER,1,15:21:36
WORKER,1,15:21:36
WORKER,2,15:21:36
JOB,71,15:21:36
WORKER,3,15:21:36
WORKER,3,15:21:36
WORKER,3,15:21:36
WORKER,1,15:21:37
WORKER,1,15:21:37
WORKER,2,15:21:37
WORKER,3,15:21:37
WORKER,1,15:21:38
WORKER,2,15:21:38
JOB,72,15:21:39
WORKER,3,15:21:39
WORKER,1,15:21:39
WORKER,2,15:21:39
WORKER,2,15:21:39
WORKER,2,15:21:39
WORKER,1,15:21:40
WORKER,1,15:21:40
WORKER,1,15:21:40
JOB,73,15:21:40
JOB,74,15:21:40
WORKER,3,15:21:41
WORKER,3,15:21:41
WORKER,2,15:21:41
WORKER,2,15:21:41
JOB,75,15:21:41
JOB,76,15:21:42
WORKER,2,15:21:42
JOB,77,15:21:42
JOB,78,15:21:43
WORKER,3,15:21:43
WORKER,1,15:21:43
WORKER,3,15:21:43
WORKER,1,15:21:43
JOB,79,15:21:43
WORKER,2,15:21:43
WORKER,2,15:21:43
WORKER,2,15:21:43
JOB,80,15:21:43
WORKER,2,15:21:44
WORKER,1,15:21:45
WORKER,2,15:21:45
WORKER,3,15:21:46
WORKER,3,15:21:46
JOB,81,15:21:46
WORKER,2,15:21:46
WORKER,2,15:21:46
JOB,82,15:21:47
WORKER,3,15:21:47
JOB,83,15:21:47
WORKER,2,15:21:48
WORKER,3,15:21:49
WORKER,1,15:21:49
WORKER,3,15:21:50
WORKER,1,15:21:50
JOB,84,15:21:50
WORKER,2,15:21:50
WORKER,2,15:21:50
JOB,85,15:21:51
WORKER,1,15:21:51
WORKER,1,15:21:51
WORKER,1,15:21:51
WORKER,2,15:21:51
WORKER,2,15:21:51
JOB,86,15:21:51
WORKER,3,15:21:52
WORKER,3,15:21:52
WORKER,1,15:21:52
WORKER,2,15:21:52
WORKER,2,15:21:52
WORKER,2,15:21:52
WORKER,1,15:21:53
JOB,87,15:21:53
WORKER,2,15:21:53
WORKER,2,15:21:53
WORKER,3,15:21:54
WORKER,1,15:21:54
WORKER,1,15:21:54
WORKER,2,15:21:54
WORKER,2,15:21:54
WORKER,3,15:21:55
WORKER,1,15:21:55
WORKER,2,15:21:55
WORKER,2,15:21:55
JOB,88,15:21:55
WORKER,1,15:21:56
WORKER,2,15:21:56
WORKER,3,15:21:57
WORKER,3,15:21:57
WORKER,1,15:21:57
WORKER,1,15:21:57
WORKER,1,15:21:57
WORKER,2,15:21:57
WORKER,2,15:21:57
JOB,89,15:21:58
JOB,90,15:21:58
JOB,91,15:21:58
JOB,92,15:21:58
WORKER,2,15:21:58
WORKER,2,15:21:58
JOB,93,15:21:58
JOB,94,15:21:58
WORKER,2,15:21:59
WORKER,2,15:21:59
WORKER,2,15:21:59
WORKER,3,15:22:00
WORKER,1,15:22:00
JOB,95,15:22:00
WORKER,2,15:22:00
WORKER,2,15:22:00
JOB,96,15:22:00
WORKER,3,15:22:01
WORKER,3,15:22:01
WORKER,1,15:22:01
WORKER,1,15:22:01
WORKER,2,15:22:01
JOB,97,15:22:01
JOB,98,15:22:01
WORKER,3,15:22:02
JOB,99,15:22:02
WORKER,1,15:22:02
WORKER,1,15:22:02
WORKER,1,15:22:02
WORKER,3,15:22:03
WORKER,1,15:22:03
WORKER,2,15:22:03
WORKER,2,15:22:03
WORKER,2,15:22:03
WORKER,2,15:22:03
WORKER,2,15:22:03
WORKER,2,15:22:03
WORKER,1,15:22:04
WORKER,1,15:22:04
WORKER,1,15:22:04
WORKER,3,15:22:05
WORKER,1,15:22:05
WORKER,2,15:22:05
WORKER,1,15:22:06
WORKER,1,15:22:06
WORKER,2,15:22:06
WORKER,3,15:22:07
WORKER,3,15:22:07
WORKER,1,15:22:07
WORKER,1,15:22:07
WORKER,2,15:22:07
WORKER,2,15:22:07
WORKER,1,15:22:08
WORKER,2,15:22:08
WORKER,2,15:22:08
WORKER,2,15:22:08
WORKER,2,15:22:08
WORKER,2,15:22:08
WORKER,3,15:22:09
WORKER,3,15:22:09
WORKER,1,15:22:09
WORKER,2,15:22:09
WORKER,3,15:22:10
WORKER,1,15:22:10
WORKER,1,15:22:10
WORKER,2,15:22:10
WORKER,3,15:22:11
WORKER,3,15:22:11
WORKER,1,15:22:11
WORKER,1,15:22:11
WORKER,2,15:22:11
WORKER,2,15:22:11
WORKER,1,15:22:12
WORKER,2,15:22:12
WORKER,3,15:22:13
WORKER,1,15:22:13
WORKER,2,15:22:13
WORKER,2,15:22:13
WORKER,1,15:22:14
WORKER,3,15:22:15
WORKER,3,15:22:15
WORKER,1,15:22:15
WORKER,1,15:22:15
WORKER,3,15:22:16
WORKER,1,15:22:16
WORKER,2,15:22:16
WORKER,1,15:22:17
WORKER,1,15:22:18
WORKER,1,15:22:18
WORKER,2,15:22:19
WORKER,3,15:22:19
WORKER,1,15:22:19
WORKER,3,15:22:20
WORKER,3,15:22:20
WORKER,1,15:22:20
WORKER,2,15:22:20
WORKER,2,15:22:20
WORKER,2,15:22:20
WORKER,3,15:22:22
WORKER,1,15:22:22
WORKER,2,15:22:22
WORKER,1,15:22:22
WORKER,2,15:22:22
WORKER,1,15:22:22
WORKER,2,15:22:22
WORKER,2,15:22:22
WORKER,1,15:22:23
WORKER,2,15:22:23
WORKER,3,15:22:24
WORKER,3,15:22:24
WORKER,1,15:22:25
WORKER,2,15:22:25
WORKER,3,15:22:26
WORKER,1,15:22:26
